Wall time,Step,Value
1667839856.9882734,599,0.7307549118995667
1667839870.6402133,1199,0.6380405426025391
1667839884.281225,1799,0.6026795506477356
1667839898.4644163,2399,0.5716564655303955
1667839912.2570345,2999,0.5487993955612183
1667839926.0535805,3599,0.5253787040710449
1667839939.7576845,4199,0.5092815160751343
1667839953.3659968,4799,0.4913921356201172
1667839967.0602975,5399,0.4795651435852051
1667839980.7163773,5999,0.465044230222702
1667839994.299961,6599,0.45493024587631226
1667840008.0961754,7199,0.4448917806148529
1667840021.7078547,7799,0.4327738285064697
1667840035.3839624,8399,0.4287275969982147
1667840049.0251865,8999,0.41985440254211426
1667840062.7486725,9599,0.40966376662254333
1667840076.4883583,10199,0.40448063611984253
1667840090.0729473,10799,0.397381991147995
1667840103.8144906,11399,0.3920363783836365
1667840117.477745,11999,0.38642847537994385
1667840131.0736713,12599,0.38028684258461
1667840144.595625,13199,0.3746658265590668
1667840158.2652206,13799,0.3695555627346039
1667840171.8460937,14399,0.36724933981895447
1667840185.517994,14999,0.36248764395713806
1667840199.1041658,15599,0.3602916896343231
1667840212.8399556,16199,0.35649144649505615
1667840226.498007,16799,0.3519245684146881
1667840240.0856748,17399,0.34909945726394653
1667840253.601774,17999,0.34404507279396057
1667840267.2037327,18599,0.34044453501701355
1667840280.8452609,19199,0.33951669931411743
1667840294.54377,19799,0.3361918032169342
1667840308.3144572,20399,0.3294573128223419
1667840321.9425135,20999,0.3299686908721924
1667840335.5431573,21599,0.32876887917518616
1667840349.1228623,22199,0.32483235001564026
1667840362.702605,22799,0.3199959099292755
1667840376.2848306,23399,0.3232686221599579
1667840389.8677318,23999,0.3179032504558563
1667840403.5559382,24599,0.3157387375831604
1667840417.0481174,25199,0.3148810565471649
1667840430.5542314,25799,0.31426185369491577
1667840444.0056424,26399,0.31052809953689575
1667840457.6270034,26999,0.30817896127700806
1667840471.296082,27599,0.30981871485710144
1667840484.8828454,28199,0.3040255308151245
1667840498.490655,28799,0.30125904083251953
1667840512.0970368,29399,0.3008236885070801
1667840525.7603943,29999,0.29755499958992004
1667840539.4744318,30599,0.2979595959186554
1667840553.0466607,31199,0.29745960235595703
1667840566.5772576,31799,0.2946928143501282
1667840580.1761737,32399,0.295526921749115
1667840593.731152,32999,0.2905648648738861
1667840607.3545003,33599,0.2924935817718506
